name,suburb,rating,review_count_num,delivery_fee,delivery_time_min,delivery_time_max,price_tier,promo_label,promo_type,has_promo,is_sponsored,scraped_at
Sushi Bar Chatswood,Chatswood,4.5,44.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.577638
Papparich,Chatswood,4.4,1500.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.590587
Peppercorn Chatswood,Chatswood,,,,,,,,No Promotion,0,False,2026-06-09T01:27:48.602015
Ippudo Chatswood Interchange,Chatswood,4.8,59.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.615150
Brooklyn Donuts,Chatswood,4.6,92.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.628455
Black Star Pastry Chatswood,Chatswood,4.7,260.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.643630
Gong Cha,Chatswood,,,,,,,,No Promotion,0,False,2026-06-09T01:27:48.656051
Haidilao Chatswood,Chatswood,4.0,23.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.669432
Kumadon Chatswood,Chatswood,4.4,77.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.682957
Guilin Rice Noodles,Chatswood,4.2,43.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.699405
AN VIET STREET FOOD CHATSWOOD,Chatswood,4.7,2000.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.712825
KHAO PLA,Chatswood,4.6,2000.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.726069
Sinjeon Chatswood,Chatswood,4.4,180.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.739818
Miss Coconut,Chatswood,4.9,35.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.753112
Singapore Gourmet Food,Chatswood,5.0,5.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.766472
The Smelly Cheesecake,Chatswood,4.1,36.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.782648
Mixue Chatswood,Chatswood,4.4,53.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.795042
Luwei Chatswood,Chatswood,4.5,14.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.808102
Spicy Joint,Chatswood,4.6,900.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.821174
Fun House Malatang,Chatswood,,,,,,,,No Promotion,0,False,2026-06-09T01:27:48.832353
Canton Cafe-Chatswood,Chatswood,4.3,88.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.845348
Hakatamon Ramen Chatswood,Chatswood,4.6,460.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.858348
Enjoy Mie Express Chatswood,Chatswood,4.9,60.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.871706
Mochi Donuts Chatswood Interchange,Chatswood,4.9,440.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.885157
Zhang Liang Malatang Chatswood,Chatswood,4.4,600.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.898778
Hokkaido Baked Cheese Tart x Pafu,Chatswood,5.0,9.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.912368
CHACHUS,Chatswood,4.1,500.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.926402
An Indian Tiffin,Chatswood,3.5,55.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.939516
Fire Tiger,Chatswood,4.4,29.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.952983
Kwafood Fried Skewer,Chatswood,4.8,38.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.966109
Mikazuki Chatswood,Chatswood,4.5,170.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.979517
OMI,Chatswood,4.6,600.0,,,,,,No Promotion,0,False,2026-06-09T01:27:48.993420
Gimme One Fried Skewers Chatswood,Chatswood,4.5,37.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.007988
Xing Fu Tang Chatswood,Chatswood,,,,,,,,No Promotion,0,False,2026-06-09T01:27:49.019789
I am Hotteok,Chatswood,,,,,,,,No Promotion,0,False,2026-06-09T01:27:49.031566
The Yook,Chatswood,4.7,150.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.044379
Milk Flower Chatswood,Chatswood,4.9,420.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.057370
OMMI DON Chatswood,Chatswood,5.0,13.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.069163
Seabay Kitchen,Chatswood,,,,,,,,No Promotion,0,False,2026-06-09T01:27:49.078974
Banh Cuon Ba Oanh,Chatswood,4.5,25.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.094438
Kajiken Chatswood,Chatswood,4.9,85.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.111606
Mamak,Chatswood,4.7,2000.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.124701
Red Chilli Sichuan Restaurant Chatswood,Chatswood,4.9,50.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.138465
Chinatown Noodle Restaurant,Chatswood,4.6,190.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.151471
Seocho-Dong,Chatswood,4.6,5000.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.164825
Coco Town Chatswood,Chatswood,,,,,,,,No Promotion,0,False,2026-06-09T01:27:49.176414
VENCHI Chatswood Chase,Chatswood,5.0,2.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.189545
Meet Fresh,Chatswood,4.7,1500.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.202946
Chatswood BBQ & Hotpot 東泰林燒臘美食坊,Chatswood,4.6,600.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.216210
Viet Senses,Chatswood,4.7,250.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.229711
Tommy's Kebabs & Burgers,Chatswood,5.0,81.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.245498
Shuk,Chatswood,4.8,900.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.258653
Kong Chai Kee Chatswood,Chatswood,4.3,130.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.271710
Kitaya Cafe Chatswood,Chatswood,4.9,10.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.285434
Myeongdong Korean Restaurant,Chatswood,4.5,900.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.298378
TenkoMori Chatswood,Chatswood,4.3,40.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.311449
Tre Viet Restaurant,Chatswood,4.9,11.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.324508
Nomu Korean Fried Chicken,Chatswood,4.6,210.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.337577
Oh!Matcha Chatswood,Chatswood,4.3,20.0,,,,,Spend $30 / Save $8,Other,1,False,2026-06-09T01:27:49.351465
Savoy Cake,Chatswood,5.0,4.0,0.0,,,,,No Promotion,0,False,2026-06-09T01:27:49.364305
Burger Point Chatswood,Chatswood,4.5,340.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.378761
Manpuku Chatswood,Chatswood,4.8,3000.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.393152
Lady Chai,Chatswood,3.4,13.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.404408
Master Skewer Chatswood,Chatswood,4.5,17.0,,,,,,No Promotion,0,False,2026-06-09T01:27:49.417053
